Customer ID,Age,Gender,City,Education,Occupation,Annual Income (₹),Join Date,Total Spend (₹),Purchase Frequency,Recency (days),Avg Order Value (₹),Satisfaction Score,Online Purchase Ratio,Discount Sensitivity,Loyalty Score,Sessions per Month,Cart Abandonment Rate,Preferred Channel,Payment Method,Top Category 1,Top Category 2,Returns Count,Referrals Made,Archetype,Cluster,Segment,PCA1,PCA2
CUST-00235,35,Male,Chennai,Master,Designer,95248,2023-12-13,15429,40,14,498,3.9,0.42,0.36,697,47,0.3,Website,Debit Card,Electronics,Sports,5,1,Loyal,2,Budget Seekers,1.052503628769319,2.820148454005212
CUST-00236,29,Other,Pune,PhD,Business Owner,184317,2020-11-18,47220,1,8,23138,4.4,0.5,0.25,899,4,0.1,Email Campaign,Cash,Electronics,Books,0,1,Premium,0,Premium Loyalists,2.8973450172996276,-1.9957222436669404
CUST-00237,23,Female,Indore,Bachelor,Retired,19971,2023-01-25,2716,1,20,1357,2.8,0.94,0.87,178,12,0.67,Social Media,Cash,Food Delivery,Beauty,1,0,Budget,3,At-Risk Customers,-2.6965989651433113,0.2915616929603045
CUST-00238,42,Female,Mumbai,Diploma,Retired,127494,2023-05-01,18537,28,1,568,4.9,0.62,0.48,669,38,0.17,Mobile App,Net Banking,Beauty,Health,0,5,Loyal,2,Budget Seekers,1.5025394162076162,2.1063377865172987
CUST-00239,50,Male,Kolkata,High School,Salesperson,352344,2021-05-07,19363,1,19,5982,4.7,0.87,0.29,851,26,0.18,In-Store,Cash,Sports,Fashion,0,1,Premium,0,Premium Loyalists,2.451701017591775,-0.5442433887877556
CUST-00240,44,Other,Delhi,PhD,Salesperson,130618,2023-02-02,16156,9,10,2351,4.2,0.86,0.2,758,18,0.15,Website,Debit Card,Food Delivery,Beauty,2,3,Premium,0,Premium Loyalists,1.5613069351098048,0.19907396561424512
CUST-00241,36,Other,Chennai,Master,Retired,187266,2020-07-14,67304,8,20,13507,4.5,0.88,0.13,863,16,0.08,Social Media,Net Banking,Beauty,Sports,2,1,Premium,0,Premium Loyalists,3.3287472299663343,-1.0648107627917192
CUST-00242,32,Male,Indore,Master,Student,50860,2020-10-26,13611,11,4,1139,4.6,0.31,0.45,799,23,0.3,Email Campaign,Net Banking,Fashion,Home Decor,5,0,Loyal,2,Budget Seekers,0.6259661141521902,1.1508205440392656
CUST-00243,30,Other,Hyderabad,Master,Doctor,95246,2023-04-28,24937,31,11,617,4.2,0.34,0.31,911,31,0.12,Mobile App,Net Banking,Health,Home Decor,1,1,Loyal,2,Budget Seekers,1.752536511302841,2.01939451950776
CUST-00244,46,Female,Ahmedabad,PhD,Business Owner,92102,2023-06-24,7272,19,9,530,4.8,0.69,0.51,841,47,0.11,Mobile App,Credit Card,Books,Fashion,1,2,Loyal,2,Budget Seekers,1.5023875838589058,2.1603136545144395
CUST-00245,42,Female,Ahmedabad,Diploma,Manager,252154,2023-02-27,34118,13,6,3793,4.6,0.8,0.15,921,9,0.08,Word of Mouth,Debit Card,Sports,Grocery,0,1,Premium,0,Premium Loyalists,2.770719206501818,-0.2865027904144855
CUST-00246,52,Other,Chennai,PhD,Designer,72909,2023-09-15,1489,1,54,808,2.0,0.57,0.73,446,10,0.58,Website,Debit Card,Fashion,Travel,5,2,At-Risk,1,Loyal Regulars,-2.016085517189354,-0.7787782869696177
CUST-00247,30,Other,Pune,Master,Designer,58380,2023-03-09,7908,1,122,2207,3.0,0.59,0.69,265,9,0.68,Social Media,EMI,Food Delivery,Travel,0,2,At-Risk,3,At-Risk Customers,-2.324559491711104,-0.48454403043509475
CUST-00248,18,Male,Surat,PhD,Manager,28232,2022-10-26,3633,1,97,2334,3.0,0.99,0.99,215,16,0.48,Website,UPI,Electronics,Books,3,3,Budget,3,At-Risk Customers,-2.5257703338293065,0.3766965554303253
CUST-00249,31,Female,Jaipur,Bachelor,Engineer,17327,2023-01-02,1706,9,17,972,2.9,0.69,0.76,245,25,0.68,Email Campaign,UPI,Health,Fashion,4,2,Budget,3,At-Risk Customers,-2.231457732059771,0.9115819949543132
CUST-00250,35,Male,Lucknow,Master,Designer,48712,2021-08-19,7191,7,181,1479,2.3,0.3,0.68,243,1,0.37,Social Media,Cash,Books,Home Decor,1,0,At-Risk,1,Loyal Regulars,-2.227567815431589,-0.8724179194161237
CUST-00251,48,Male,Mumbai,Bachelor,Analyst,434863,2021-11-25,33488,3,11,25820,4.7,0.64,0.15,965,5,0.06,In-Store,Credit Card,Books,Food Delivery,1,1,Premium,0,Premium Loyalists,4.1310534639671355,-2.764443824877363
CUST-00252,58,Female,Indore,Diploma,Salesperson,43098,2020-06-27,11491,5,203,5463,1.6,0.45,0.41,264,1,0.49,Email Campaign,Debit Card,Books,Beauty,5,1,At-Risk,1,Loyal Regulars,-1.8648576344674515,-2.11073493839491
CUST-00253,34,Female,Chandigarh,PhD,Designer,36064,2021-10-22,2098,1,99,972,3.7,0.81,0.94,363,17,0.77,Website,Credit Card,Food Delivery,Home Decor,0,1,Budget,3,At-Risk Customers,-2.4683397447318973,0.27082706082457164
CUST-00254,44,Other,Chandigarh,High School,Retired,401706,2021-09-22,40793,4,14,7348,4.1,0.56,0.12,770,4,0.1,Social Media,EMI,Grocery,Sports,0,2,Premium,0,Premium Loyalists,2.802511976156157,-1.698077943041591
CUST-00255,33,Male,Jaipur,PhD,Doctor,155360,2021-02-25,13871,9,37,3095,4.4,0.55,0.11,963,22,0.11,Social Media,EMI,Travel,Beauty,2,1,Premium,2,Budget Seekers,1.981009726532538,0.46430667234139894
CUST-00256,51,Male,Chennai,Master,Engineer,91773,2020-08-09,5776,7,338,1114,2.5,0.46,0.48,402,14,0.37,Social Media,Cash,Home Decor,Beauty,4,3,At-Risk,1,Loyal Regulars,-1.6533686146768038,-1.2529378758116214
CUST-00257,24,Other,Bhopal,Bachelor,Designer,48085,2021-10-22,5688,33,8,188,4.1,0.4,0.46,615,38,0.2,Email Campaign,UPI,Books,Sports,2,8,Loyal,2,Budget Seekers,0.5022028089341305,2.772854178632997
CUST-00258,21,Other,Pune,Bachelor,Engineer,23326,2023-11-02,2571,2,42,1234,3.5,0.73,0.78,201,13,0.53,In-Store,Debit Card,Food Delivery,Grocery,0,1,Budget,3,At-Risk Customers,-2.1154112677069765,0.480147193825762
CUST-00259,18,Other,Mumbai,Master,Business Owner,48587,2020-11-19,2461,6,93,543,2.6,0.95,0.89,173,26,0.67,Word of Mouth,UPI,Beauty,Books,2,1,Budget,3,At-Risk Customers,-2.841189425482614,0.8523646189397723
CUST-00260,28,Female,Jaipur,Bachelor,Salesperson,109798,2022-01-22,6455,39,3,139,3.8,0.68,0.34,663,20,0.31,Social Media,EMI,Electronics,Home Decor,0,4,Loyal,2,Budget Seekers,0.6853972559605,2.1113762020560936
CUST-00261,56,Male,Chennai,Diploma,Engineer,227865,2020-09-27,41134,8,24,18733,4.6,0.68,0.19,900,6,0.17,In-Store,Debit Card,Electronics,Books,0,0,Premium,0,Premium Loyalists,3.1456468016899533,-1.9754999856691213
CUST-00262,64,Other,Indore,High School,Manager,72845,2023-12-14,6136,4,104,7134,2.2,0.28,0.71,313,6,0.41,Mobile App,Cash,Beauty,Home Decor,2,0,At-Risk,1,Loyal Regulars,-1.5269502125872152,-1.6608346710806403
CUST-00263,49,Female,Mumbai,PhD,Teacher,424103,2023-12-11,49472,7,18,4765,4.6,0.7,0.26,906,12,0.11,Mobile App,UPI,Health,Fashion,1,3,Premium,0,Premium Loyalists,3.204790362780341,-1.1511943582837343
CUST-00264,39,Other,Kolkata,Bachelor,Designer,85169,2023-11-06,11330,2,93,5749,2.9,0.3,0.8,560,7,0.63,Website,Debit Card,Home Decor,Books,4,1,At-Risk,1,Loyal Regulars,-1.641322122857239,-0.8661742640910127
CUST-00265,28,Male,Jaipur,Diploma,Business Owner,13411,2022-04-01,1458,3,35,398,3.4,0.94,0.94,382,28,0.45,In-Store,Credit Card,Food Delivery,Electronics,3,3,Budget,3,At-Risk Customers,-1.799241226077962,1.115181941327862
CUST-00266,25,Male,Chennai,Bachelor,Business Owner,17069,2023-07-20,3335,3,106,1503,3.5,0.8,0.77,293,27,0.46,Mobile App,Net Banking,Health,Food Delivery,5,0,Budget,3,At-Risk Customers,-1.8226091670431692,0.7560194872014643
CUST-00267,53,Female,Delhi,Master,Government Employee,134307,2020-12-12,28032,36,5,548,4.2,0.37,0.44,769,25,0.32,Social Media,Cash,Fashion,Food Delivery,5,0,Loyal,2,Budget Seekers,1.3885747704239186,1.4339132454686152
CUST-00268,50,Female,Kolkata,Bachelor,Student,33860,2023-04-21,12531,1,52,5956,1.9,0.56,0.59,464,3,0.7,Email Campaign,Debit Card,Electronics,Books,2,3,At-Risk,1,Loyal Regulars,-1.8240967779631845,-1.4461860977573888
CUST-00269,33,Other,Bhopal,PhD,Designer,40065,2021-04-17,15359,31,2,487,4.1,0.36,0.46,634,32,0.34,Website,UPI,Grocery,Sports,4,5,Loyal,2,Budget Seekers,0.433427133970125,2.179258196281874
CUST-00270,33,Other,Chennai,PhD,Government Employee,424611,2020-08-11,38176,6,16,10991,4.9,0.81,0.12,930,29,0.17,Website,Credit Card,Travel,Beauty,1,0,Premium,0,Premium Loyalists,3.5121322487331468,-0.5281349395825324
CUST-00271,52,Female,Lucknow,Master,Business Owner,92087,2022-10-23,13305,1,453,11120,2.6,0.33,0.46,378,13,0.46,Social Media,EMI,Home Decor,Health,3,2,At-Risk,1,Loyal Regulars,-1.6648353401429061,-2.6341592130175453
CUST-00272,46,Other,Ahmedabad,Diploma,Salesperson,67634,2020-03-06,12201,36,3,447,4.9,0.57,0.39,641,63,0.3,In-Store,UPI,Beauty,Electronics,3,6,Loyal,2,Budget Seekers,1.39564636475646,3.327417959202341
CUST-00273,34,Male,Coimbatore,Diploma,Freelancer,25096,2022-07-24,770,9,41,110,3.2,0.79,0.86,363,19,0.53,Website,Debit Card,Grocery,Sports,5,3,Budget,3,At-Risk Customers,-1.8977481263229226,0.8015293122554622
CUST-00274,30,Male,Chandigarh,Bachelor,Doctor,101703,2023-06-26,2805,13,1,516,4.9,0.33,0.53,758,54,0.31,Mobile App,EMI,Food Delivery,Health,4,5,Loyal,2,Budget Seekers,0.7081775408248003,2.5030321098347748
CUST-00275,40,Female,Delhi,Diploma,Business Owner,542824,2022-11-22,58896,5,5,13072,4.0,0.6,0.26,715,4,0.07,Mobile App,Net Banking,Fashion,Grocery,1,0,Premium,0,Premium Loyalists,3.415564142755348,-2.3460400986270957
CUST-00276,49,Female,Bhopal,Master,Government Employee,59091,2021-09-07,8772,7,259,2507,1.7,0.42,0.61,447,9,0.6,In-Store,EMI,Food Delivery,Home Decor,5,0,At-Risk,1,Loyal Regulars,-2.3520966262551073,-1.3672852214582394
CUST-00277,30,Female,Kolkata,Bachelor,Government Employee,146907,2020-03-11,104108,2,8,14082,4.1,0.82,0.22,856,11,0.14,Mobile App,Cash,Food Delivery,Electronics,1,2,Premium,0,Premium Loyalists,3.251307501537996,-1.7371825579207543
CUST-00278,31,Other,Bhopal,Bachelor,Analyst,263794,2021-10-28,67983,8,11,8574,4.1,0.65,0.23,993,11,0.12,In-Store,Credit Card,Electronics,Travel,2,1,Premium,0,Premium Loyalists,3.0360420753727713,-0.9737720533986165
CUST-00279,25,Other,Bhopal,Bachelor,Engineer,99538,2023-08-17,14434,29,5,571,3.9,0.52,0.37,852,27,0.1,Social Media,Cash,Travel,Fashion,0,7,Loyal,2,Budget Seekers,1.307749750351096,1.991613492309906
CUST-00280,39,Female,Delhi,Diploma,Salesperson,44844,2020-11-09,4405,2,36,1254,3.5,0.77,0.73,112,30,0.73,In-Store,Cash,Grocery,Food Delivery,5,1,Budget,3,At-Risk Customers,-2.139754890825014,0.5508086176989542
CUST-00281,38,Other,Chandigarh,Master,Manager,260321,2020-06-26,45644,8,25,10982,4.6,0.59,0.2,778,2,0.08,In-Store,Debit Card,Home Decor,Grocery,0,2,Premium,0,Premium Loyalists,2.724053776057188,-1.344643171755466
CUST-00282,32,Male,Kolkata,PhD,Engineer,19259,2021-04-02,7452,8,78,983,2.5,0.63,0.93,233,23,0.79,Word of Mouth,UPI,Travel,Sports,5,1,Budget,3,At-Risk Customers,-2.954636932399753,0.507709440876114
CUST-00283,54,Other,Jaipur,Master,Designer,233629,2020-09-18,42724,10,8,7667,4.4,0.74,0.27,871,18,0.18,Word of Mouth,UPI,Home Decor,Beauty,0,2,Premium,0,Premium Loyalists,2.6193306458044003,-0.7068268858260656
CUST-00284,52,Female,Chandigarh,PhD,Doctor,518547,2023-09-28,51120,4,12,13932,4.2,0.57,0.2,925,13,0.07,Social Media,Net Banking,Travel,Beauty,0,2,Premium,0,Premium Loyalists,3.8846286985908565,-2.2220907485612402
CUST-00285,21,Male,Mumbai,Master,Government Employee,37355,2022-08-11,1492,3,121,538,3.0,0.92,0.89,322,11,0.54,Mobile App,Credit Card,Fashion,Home Decor,5,1,Budget,3,At-Risk Customers,-2.4694272476422054,0.2466646406391979
CUST-00286,29,Other,Pune,Diploma,Student,26001,2020-10-06,505,6,81,230,3.4,0.79,0.96,181,24,0.55,Word of Mouth,EMI,Fashion,Grocery,2,2,Budget,3,At-Risk Customers,-2.4367552751413193,0.8827048327573271
CUST-00287,44,Male,Ahmedabad,Diploma,Business Owner,119563,2021-07-26,3938,19,1,399,4.7,0.45,0.32,947,20,0.18,Website,Credit Card,Sports,Books,5,6,Loyal,2,Budget Seekers,1.5487623694343409,1.1759177961688942
CUST-00288,42,Female,Surat,PhD,Manager,50053,2023-07-12,24126,35,7,471,4.7,0.63,0.47,710,31,0.12,Mobile App,Debit Card,Food Delivery,Beauty,4,6,Loyal,2,Budget Seekers,1.5096611766454795,2.2110199514934994
CUST-00289,29,Female,Surat,Master,Retired,87554,2021-12-07,4914,35,5,220,4.8,0.37,0.56,748,66,0.23,In-Store,Credit Card,Fashion,Electronics,2,0,Loyal,2,Budget Seekers,1.104525174154608,3.8841933300474984
CUST-00290,31,Female,Mumbai,Diploma,Analyst,29931,2021-06-26,1946,1,20,2968,3.7,0.72,0.76,301,31,0.62,Social Media,EMI,Sports,Books,4,2,Budget,3,At-Risk Customers,-1.6907135499418944,0.825787592217532
CUST-00291,43,Other,Indore,High School,Analyst,344887,2020-09-23,65564,11,7,8349,4.5,0.77,0.21,821,3,0.13,Website,Cash,Beauty,Home Decor,1,1,Premium,0,Premium Loyalists,3.245934446322311,-1.4408132080343594
CUST-00292,23,Male,Ahmedabad,Bachelor,Salesperson,59972,2022-09-25,11550,39,3,317,4.9,0.31,0.38,796,39,0.13,Social Media,EMI,Electronics,Home Decor,3,0,Loyal,2,Budget Seekers,1.5035197671706002,3.203647421165352
CUST-00293,46,Other,Bangalore,Master,Business Owner,186900,2021-08-20,44907,6,22,7850,4.6,0.56,0.13,745,18,0.11,Word of Mouth,Debit Card,Food Delivery,Grocery,1,0,Premium,0,Premium Loyalists,2.559481272521283,-0.7435525557931174
CUST-00294,42,Female,Bhopal,PhD,Student,89785,2023-05-11,5326,1,233,6133,1.7,0.36,0.68,270,7,0.42,In-Store,EMI,Electronics,Health,1,1,At-Risk,1,Loyal Regulars,-2.313881061226712,-1.7220432665978844
CUST-00295,45,Female,Hyderabad,Master,Salesperson,117063,2021-08-27,4673,25,8,561,4.6,0.44,0.6,635,43,0.18,Email Campaign,Debit Card,Beauty,Electronics,0,3,Loyal,2,Budget Seekers,0.8646170601181483,2.1882785623715244
CUST-00296,45,Male,Mumbai,PhD,Freelancer,556576,2022-04-17,37268,5,19,14588,5.0,0.51,0.15,840,1,0.14,Email Campaign,UPI,Beauty,Grocery,0,3,Premium,0,Premium Loyalists,3.7332821222358628,-2.296105508327683
CUST-00297,36,Male,Bangalore,High School,Student,487663,2022-09-28,77098,6,16,7359,4.9,0.52,0.29,841,7,0.12,Word of Mouth,Credit Card,Health,Books,0,1,Premium,0,Premium Loyalists,3.6334269000724153,-1.605326628809049
CUST-00298,26,Female,Delhi,PhD,Designer,30942,2021-08-16,2819,2,131,3949,3.2,0.98,0.98,258,20,0.49,Word of Mouth,Credit Card,Books,Health,5,3,Budget,3,At-Risk Customers,-2.3021119748511536,0.23376238722080844
CUST-00299,45,Other,Mumbai,Master,Salesperson,264972,2023-12-14,26458,1,33,11555,4.7,0.5,0.11,719,1,0.15,Mobile App,EMI,Fashion,Health,0,3,Premium,0,Premium Loyalists,2.348516110464963,-1.7496061377826153
CUST-00300,27,Male,Mumbai,Master,Doctor,26630,2020-02-15,3045,4,76,1397,3.5,0.62,0.7,360,12,0.61,Email Campaign,UPI,Home Decor,Beauty,0,3,Budget,3,At-Risk Customers,-1.922997152144239,0.2650145860807395
CUST-00301,54,Male,Mumbai,High School,Manager,115553,2023-11-14,6108,2,228,2791,2.4,0.46,0.54,218,4,0.5,Website,Cash,Travel,Home Decor,4,2,At-Risk,1,Loyal Regulars,-1.9842323555434183,-1.7863737273379336
CUST-00302,49,Female,Bhopal,PhD,Retired,115387,2022-05-22,14812,14,1,908,3.9,0.6,0.47,640,21,0.27,Mobile App,Cash,Electronics,Grocery,1,0,Loyal,2,Budget Seekers,0.6151085277866246,0.5525418770583493
CUST-00303,31,Male,Delhi,Master,Manager,30492,2023-11-26,1196,1,21,2162,3.3,0.67,1.0,125,25,0.56,Website,Credit Card,Grocery,Food Delivery,5,3,Budget,3,At-Risk Customers,-2.4477444871842367,0.6521567351040882
CUST-00304,35,Other,Mumbai,High School,Designer,52947,2023-07-11,12663,6,143,2437,3.0,0.53,0.73,567,1,0.44,Mobile App,Cash,Books,Beauty,1,2,At-Risk,1,Loyal Regulars,-1.4301912052588637,-0.648852541334477
CUST-00305,40,Male,Chandigarh,PhD,Doctor,48218,2023-06-26,7656,2,145,8659,2.6,0.41,0.69,450,15,0.53,Mobile App,Cash,Electronics,Health,4,3,At-Risk,1,Loyal Regulars,-1.6284182007420358,-0.9689550615346691
CUST-00306,33,Female,Kolkata,Master,Analyst,109777,2021-12-28,28598,33,2,607,4.8,0.36,0.57,896,41,0.11,In-Store,Cash,Electronics,Sports,3,3,Loyal,2,Budget Seekers,1.8159309646615107,2.6036523249511463
CUST-00307,31,Female,Ahmedabad,Diploma,Student,20161,2020-06-24,4087,6,91,787,2.7,1.0,0.84,168,28,0.45,Mobile App,Net Banking,Sports,Food Delivery,4,1,Budget,3,At-Risk Customers,-2.2001967291494893,0.6906271912496681
CUST-00308,19,Male,Pune,Bachelor,Business Owner,24869,2020-03-24,4025,1,25,2441,3.0,0.74,0.99,317,23,0.69,Mobile App,EMI,Home Decor,Food Delivery,5,1,Budget,3,At-Risk Customers,-2.588602486201448,0.7667664574567338
CUST-00309,24,Female,Indore,High School,Engineer,61593,2022-04-12,4018,2,37,1694,2.7,0.65,0.88,318,27,0.41,Email Campaign,UPI,Beauty,Home Decor,2,0,Budget,3,At-Risk Customers,-1.8977144118073999,0.6809621105940304
CUST-00310,47,Female,Pune,PhD,Government Employee,66942,2022-02-27,2815,6,284,1269,2.0,0.57,0.41,521,1,0.66,Email Campaign,Credit Card,Travel,Fashion,4,0,At-Risk,1,Loyal Regulars,-2.1797669563071933,-1.576589104635503
CUST-00311,43,Male,Bhopal,PhD,Analyst,627397,2023-10-25,54830,11,5,8221,4.2,0.87,0.16,860,24,0.06,Email Campaign,UPI,Grocery,Home Decor,0,3,Premium,0,Premium Loyalists,4.14474989041075,-1.2119425825132537
CUST-00312,33,Other,Coimbatore,PhD,Student,92826,2021-12-24,9127,28,5,219,4.8,0.47,0.59,607,44,0.12,Mobile App,Debit Card,Beauty,Travel,1,0,Loyal,2,Budget Seekers,0.9572148708796999,2.691937939389739
CUST-00313,51,Male,Bhopal,Master,Student,47676,2023-01-05,3210,1,89,2570,1.7,0.54,0.6,453,1,0.62,Mobile App,Cash,Electronics,Health,3,3,At-Risk,1,Loyal Regulars,-2.1272900391503966,-1.384781714747518
CUST-00314,30,Other,Ahmedabad,Bachelor,Analyst,84084,2021-12-04,3673,2,127,1921,1.6,0.29,0.58,248,4,0.54,Word of Mouth,Cash,Home Decor,Fashion,5,3,At-Risk,1,Loyal Regulars,-2.542300667328096,-1.0155986415414828
CUST-00315,53,Male,Coimbatore,Bachelor,Teacher,99290,2021-08-02,8411,3,188,2873,2.8,0.46,0.61,352,2,0.49,In-Store,Credit Card,Home Decor,Fashion,3,3,At-Risk,1,Loyal Regulars,-1.6426052731388914,-1.5126167703332078
CUST-00316,29,Male,Pune,High School,Retired,82625,2020-10-12,10653,39,3,265,4.9,0.31,0.44,887,57,0.21,Social Media,Cash,Health,Beauty,3,4,Loyal,2,Budget Seekers,1.6230105141339823,3.697952500176885
CUST-00317,48,Other,Hyderabad,Bachelor,Salesperson,65558,2023-02-12,12434,32,7,572,4.2,0.68,0.32,801,45,0.33,Social Media,Credit Card,Books,Health,2,2,Loyal,2,Budget Seekers,1.2917008493118216,2.329731771880398
CUST-00318,39,Other,Jaipur,High School,Doctor,49144,2021-09-17,10301,5,202,3439,3.0,0.48,0.44,216,1,0.35,Email Campaign,UPI,Beauty,Travel,0,0,At-Risk,1,Loyal Regulars,-1.4761698201366098,-1.2004473899224746
CUST-00319,47,Other,Kolkata,Bachelor,Government Employee,328495,2021-09-10,30667,6,11,8597,4.2,0.87,0.25,910,11,0.1,Word of Mouth,UPI,Food Delivery,Home Decor,2,1,Premium,0,Premium Loyalists,2.740217575139383,-1.1128453271891798
CUST-00320,43,Other,Delhi,Diploma,Engineer,392237,2020-03-01,48481,3,33,16155,4.5,0.58,0.12,946,14,0.12,Mobile App,Debit Card,Books,Home Decor,1,3,Premium,0,Premium Loyalists,3.627310979983137,-1.927984994054301
CUST-00321,41,Male,Ahmedabad,PhD,Analyst,45887,2023-04-15,10556,4,280,2644,2.5,0.43,0.59,394,6,0.41,Mobile App,Net Banking,Home Decor,Books,4,2,At-Risk,1,Loyal Regulars,-1.944411246258359,-1.2903805546910467
CUST-00322,46,Other,Coimbatore,Master,Manager,51620,2022-03-09,7740,21,3,377,4.1,0.57,0.59,634,56,0.17,Word of Mouth,Credit Card,Books,Grocery,1,6,Loyal,2,Budget Seekers,0.6792825102384851,2.452070593495339
CUST-00323,64,Other,Indore,Master,Business Owner,109716,2023-03-18,11025,1,490,3402,2.0,0.47,0.49,584,3,0.36,Mobile App,Debit Card,Travel,Home Decor,1,2,At-Risk,1,Loyal Regulars,-1.7529179780014759,-2.8979792111720073
CUST-00324,44,Female,Bhopal,High School,Analyst,104244,2022-08-24,14438,36,6,331,4.3,0.55,0.32,868,42,0.21,Word of Mouth,UPI,Fashion,Electronics,5,3,Loyal,2,Budget Seekers,1.7359321752943309,2.4505140890666457
CUST-00325,53,Female,Chandigarh,Bachelor,Teacher,48037,2021-03-10,3021,2,159,896,1.7,0.46,0.77,297,3,0.42,Website,Net Banking,Books,Home Decor,3,2,At-Risk,1,Loyal Regulars,-2.4628115318198045,-1.3461953690484525
CUST-00326,51,Other,Pune,High School,Engineer,70449,2022-06-17,11311,25,3,441,4.4,0.41,0.48,692,25,0.13,Website,Debit Card,Sports,Health,2,4,Loyal,2,Budget Seekers,1.0690508075726404,1.3962510537957487
CUST-00327,35,Other,Delhi,Diploma,Analyst,63645,2020-04-23,9523,20,3,562,4.5,0.61,0.54,923,39,0.11,Social Media,Debit Card,Electronics,Food Delivery,0,6,Loyal,2,Budget Seekers,1.2744951302842888,2.1753761346990093
CUST-00328,36,Male,Mumbai,PhD,Designer,131624,2023-07-23,30279,41,13,485,4.9,0.43,0.45,678,52,0.28,Word of Mouth,EMI,Home Decor,Travel,5,6,Loyal,2,Budget Seekers,1.6711099611807871,3.066999811308652
CUST-00329,58,Female,Jaipur,High School,Manager,97687,2023-12-12,5841,3,138,2872,2.1,0.53,0.75,428,3,0.64,In-Store,Debit Card,Grocery,Fashion,0,0,At-Risk,1,Loyal Regulars,-2.1218545879442714,-1.5110513938014412
CUST-00330,40,Female,Pune,High School,Government Employee,251272,2023-10-13,20524,7,6,4536,4.7,0.5,0.17,906,11,0.09,Website,Credit Card,Home Decor,Electronics,0,3,Premium,0,Premium Loyalists,2.3966232446430435,-0.3340249241451957
CUST-00331,43,Male,Delhi,PhD,Engineer,63897,2022-08-10,7819,1,283,3416,2.9,0.47,0.64,480,1,0.53,Website,Net Banking,Electronics,Home Decor,3,3,At-Risk,1,Loyal Regulars,-1.9908644145834742,-1.56729827822423
CUST-00332,35,Other,Jaipur,Bachelor,Salesperson,46154,2023-12-06,6577,5,368,1367,2.8,0.31,0.56,277,3,0.43,Website,EMI,Travel,Health,1,2,At-Risk,1,Loyal Regulars,-2.4354955993499643,-1.324984526260405
CUST-00333,26,Female,Pune,Bachelor,Student,20050,2022-01-03,2152,1,45,3244,2.6,0.96,0.84,353,15,0.55,Word of Mouth,UPI,Electronics,Grocery,3,3,Budget,3,At-Risk Customers,-2.1784730619721318,0.14065289854403615
CUST-00334,41,Female,Jaipur,Bachelor,Business Owner,45363,2020-06-12,13053,1,219,5527,2.4,0.4,0.49,340,15,0.58,Word of Mouth,Credit Card,Health,Books,3,1,At-Risk,1,Loyal Regulars,-1.8996239446696903,-1.2628221715286438
CUST-00335,29,Male,Mumbai,Master,Salesperson,41682,2022-12-07,13711,5,129,11408,3.0,0.42,0.76,557,15,0.59,Word of Mouth,Cash,Grocery,Travel,4,2,At-Risk,1,Loyal Regulars,-1.3839521342998842,-0.6347744726173012
CUST-00336,29,Other,Pune,Master,Teacher,601219,2021-06-16,78648,9,18,12570,4.3,0.82,0.21,731,17,0.14,Mobile App,Credit Card,Fashion,Sports,1,0,Premium,0,Premium Loyalists,3.981459998791527,-1.7473836216458851
CUST-00337,40,Female,Bangalore,PhD,Engineer,548415,2022-05-03,32941,10,6,4617,4.8,0.61,0.25,743,11,0.1,In-Store,Cash,Travel,Food Delivery,2,2,Premium,0,Premium Loyalists,3.0858553709889156,-0.8914994894740819
CUST-00338,37,Male,Indore,Bachelor,Freelancer,73096,2023-10-06,12588,26,5,476,4.4,0.49,0.39,836,35,0.28,Word of Mouth,EMI,Fashion,Electronics,3,5,Loyal,2,Budget Seekers,1.1222901611992508,2.049166702611706
CUST-00339,39,Female,Jaipur,Master,Freelancer,73162,2022-11-19,9516,1,362,11021,2.6,0.21,0.49,411,8,0.3,Social Media,Debit Card,Sports,Health,4,3,At-Risk,1,Loyal Regulars,-1.432772950700672,-2.1515655315044264
CUST-00340,22,Other,Mumbai,PhD,Analyst,16460,2020-11-24,4086,6,22,665,3.1,0.83,0.72,235,9,0.59,Social Media,Debit Card,Fashion,Food Delivery,5,1,Budget,3,At-Risk Customers,-2.139304452252193,0.46945997673693385
CUST-00341,49,Female,Ahmedabad,PhD,Salesperson,49517,2023-04-19,1374,1,79,1106,2.4,0.23,0.42,308,2,0.48,Website,Net Banking,Food Delivery,Beauty,4,3,At-Risk,1,Loyal Regulars,-1.6969647049865035,-1.1374581257160428
CUST-00342,50,Male,Chandigarh,Master,Engineer,536792,2021-06-17,38791,5,34,4883,4.5,0.55,0.2,919,11,0.08,Email Campaign,Debit Card,Travel,Grocery,0,3,Premium,0,Premium Loyalists,3.3690254769205112,-1.511433986349088
CUST-00343,25,Other,Bhopal,High School,Engineer,37440,2020-01-07,4277,1,42,957,3.2,0.85,0.73,339,13,0.42,Email Campaign,EMI,Electronics,Fashion,2,0,Budget,3,At-Risk Customers,-1.6289833555223865,0.2879267259107395
CUST-00344,33,Other,Bhopal,Master,Business Owner,184844,2023-10-08,10684,5,24,4933,4.2,0.6,0.11,811,15,0.2,In-Store,Debit Card,Fashion,Health,1,2,Premium,0,Premium Loyalists,1.5638063421711224,-0.14607910251757714
